Feature,R2,RMSE,MAE,Correlation,P_value
SEC62,-7.605552673339844e-05,0.6015066145662434,0.5068012475967407,-0.48701015,0.00300757054128466
CALU,-7.76052474975586e-05,0.9766802297199393,0.8169633746147156,-0.59621453,0.00015712057486739947
IFIT5,-7.772445678710938e-05,0.612329266555245,0.4717208743095398,-0.43474847,0.009058713782471223
DDX21,-7.796287536621094e-05,0.7495987136504089,0.6019045114517212,0.46769115,0.004611528245262863
MDP1,-7.82012939453125e-05,0.5434257998750739,0.43370527029037476,-0.54450166,0.0007205385998643467
PIP4P1,-7.82012939453125e-05,0.4512152052380197,0.37831124663352966,-0.124701545,0.4753851439639394
SLC25A1,-7.95125961303711e-05,0.6720959499694006,0.5727332234382629,-0.6316889,4.7082607581315244e-05
ARF4,-7.95125961303711e-05,0.8668809641087657,0.6804637312889099,0.14491174,0.4062156539838131
NCOA7,-8.022785186767578e-05,0.6258914788516479,0.4822423756122589,0.009889133,0.9550379682549412
ALDH1A3,-8.022785186767578e-05,0.9734329431711881,0.7790994048118591,-0.039172016,0.8232131287758212
RRP7A,-8.20159912109375e-05,0.4689333715987974,0.3945344090461731,-0.3998456,0.017320138688435096
CREB1,-8.404254913330078e-05,0.5743089981262934,0.4694184958934784,-0.59326416,0.0001725901991311363
VAPA,-8.58306884765625e-05,0.7129693810842422,0.6070632338523865,-0.64995986,2.383044576511256e-05
RAB5C,-8.666515350341797e-05,0.6433496684098969,0.5637705326080322,0.78839874,1.8710782580941423e-08
COPS2,-8.702278137207031e-05,0.5928185334247993,0.46227186918258667,-0.6497224,2.4049207507799128e-05
STK4,-8.869171142578125e-05,0.6471992067229616,0.5191059112548828,-0.20514509,0.23712523151289522
EPHX1,-8.928775787353516e-05,1.172645773132407,0.9188095331192017,0.6198462,7.155822159556818e-05
GATC,-9.071826934814453e-05,0.4690825871913278,0.3665879964828491,0.2595405,0.1321609547459113
HSP90AA4P,-9.071826934814453e-05,0.403814147394407,0.3196999132633209,0.01652189,0.9249490832259228
BOD1L1,-9.119510650634766e-05,0.47312651640272335,0.36610403656959534,0.09818222,0.57471756188387
PDCD2,-9.143352508544922e-05,0.43955356721603245,0.38393983244895935,-0.35923302,0.03405754217984474
RNF167,-9.191036224365234e-05,0.6163255733012131,0.45342588424682617,-0.5223052,0.0012887530524965227
UBA1,-9.226799011230469e-05,1.0924894425778975,0.8254403471946716,-0.6789303,7.344803859101614e-06
SRM,-9.238719940185547e-05,1.3914690777806962,1.1169401407241821,0.31253052,0.06756476955431596
WBP2,-9.262561798095703e-05,0.5845011845177753,0.43193522095680237,-0.0451054,0.7969571093133067
ENPP4,-9.28640365600586e-05,0.4981623197908085,0.39453980326652527,-0.12754506,0.46529642808008104
CRKL,-9.322166442871094e-05,1.0702676694071263,0.9001213908195496,0.3108841,0.06910081007717604
TBCB,-9.369850158691406e-05,1.3784391136047562,1.1476266384124756,-0.7299119,6.502087517676463e-07
SOD2,-9.381771087646484e-05,1.004839570919571,0.7323756217956543,0.41769236,0.012536551441282032
ANAPC7,-9.393692016601562e-05,0.3862472125449723,0.3088042438030243,-0.16487212,0.3439079696163884
DPYSL3,-9.465217590332031e-05,1.5824567811195756,1.33658766746521,-0.7247624,8.507550917578849e-07
POLR2F,-9.489059448242188e-05,0.39145056270028306,0.3127852976322174,-0.60386527,0.0001226314813212614
UHRF1,-9.59634780883789e-05,0.7988052924514291,0.624126136302948,-0.55566883,0.0005295350955073963
